ROOT	WORD	SEGMENTATION	ANALYSIS	FREQ
хүлээс	хүлээсээс	хүлээс-ээс	N-ABL;SG	10
хүлээс	хүлээсээр	хүлээс-ээр	N-INS;SG	1138
хүлээс	хүлээстэй	хүлээс-тэй	N-COM;SG	61
хүлээс	хүлээсээ	хүлээс-ээ	N-VOC;SG	26
тэжээл	тэжээлийн	тэжээл-ийн	N-GEN;SG	7799
тэжээл	тэжээлд	тэжээл-д	N-DAT;SG	288
тэжээл	тэжээлийг	тэжээл-ийг	N-ACC;SG	1626
тэжээл	тэжээлээс	тэжээл-ээс	N-ABL;SG	177
тэжээл	тэжээлээр	тэжээл-ээр	N-INS;SG	531
тэжээл	тэжээлтэй	тэжээл-тэй	N-COM;SG	644
тэжээл	тэжээлээ	тэжээл-ээ	N-VOC;SG	538
ажиллагаа	ажиллагааг	ажиллагаа-г	N-ACC;SG	104899
ажиллагаа	ажиллагаатай	ажиллагаа-тай	N-COM;SG	22478
самбар	самбарын	самбар-ын	N-GEN;SG	535
самбар	самбарт	самбар-т	N-DAT;SG	973
самбар	самбарыг	самбар-ыг	N-ACC;SG	688
самбар	самбараас	самбар-аас	N-ABL;SG	558
самбар	самбараар	самбар-аар	N-INS;SG	108
самбар	самбартай	самбар-тай	N-COM;SG	97
самбар	самбараа	самбар-аа	N-VOC;SG	59
ачаа	ачааг	ачаа-г	N-ACC;SG	2647
ачаа	ачаатай	ачаа-тай	N-COM;SG	414
дараа	дарааг	дараа-г	N-ACC;SG	49
дараа	дараатай	дараа-тай	N-COM;SG	2554
онгод	онгодын	онгод-ын	N-GEN;SG	155
онгод	онгодыг	онгод-ыг	N-ACC;SG	236
онгод	онгодоос	онгод-оос	N-ABL;SG	11
онгод	онгодоор	онгод-оор	N-INS;SG	49
онгод	онгодтой	онгод-той	N-COM;SG	195
онгод	онгодоо	онгод-оо	N-VOC;SG	134
хөлөг	хөлөгт	хөлөг-т	N-DAT;SG	680
хөлөг	хөлөгтэй	хөлөг-тэй	N-COM;SG	137
хөгжимчин	хөгжимчинд	хөгжимчин-д	N-DAT;SG	15
хөгжимчин	хөгжимчинтэй	хөгжимчин-тэй	N-COM;SG	32
сахиус	сахиусыг	сахиус-ыг	N-ACC;SG	64
сахиус	сахиусаар	сахиус-аар	N-INS;SG	20
сахиус	сахиустай	сахиус-тай	N-COM;SG	78
сахиус	сахиусаа	сахиус-аа	N-VOC;SG	88
хэрэгтэн	хэрэгтэнд	хэрэгтэн-д	N-DAT;SG	229
хэрэгтэн	хэрэгтэнтэй	хэрэгтэн-тэй	N-COM;SG	55
завь	завиар	зави-ар	N-INS;SG	417
завь	завьтай	завь-тай	N-COM;SG	167
завь	завиа	зави-а	N-VOC;SG	97
жүжигчин	жүжигчинд	жүжигчин-д	N-DAT;SG	80
жүжигчин	жүжигчинтэй	жүжигчин-тэй	N-COM;SG	172
зөвлөгч	зөвлөгчийн	зөвлөгч-ийн	N-GEN;SG	65
зөвлөгч	зөвлөгчийг	зөвлөгч-ийг	N-ACC;SG	13
зөвлөгч	зөвлөгчөөс	зөвлөгч-өөс	N-ABL;SG	10
зөвлөгч	зөвлөгчөөр	зөвлөгч-өөр	N-INS;SG	53
зөвлөгч	зөвлөгчтэй	зөвлөгч-тэй	N-COM;SG	20
зөвлөгч	зөвлөгчөө	зөвлөгч-өө	N-VOC;SG	1
тэг	тэгийн	тэг-ийн	N-GEN;SG	22
тэг	тэгт	тэг-т	N-DAT;SG	3
тэг	тэгийг	тэг-ийг	N-ACC;SG	480
тэг	тэгээс	тэг-ээс	N-ABL;SG	241
тэг	тэгээр	тэг-ээр	N-INS;SG	22
тэг	тэгтэй	тэг-тэй	N-COM;SG	116
тэг	тэгээ	тэг-ээ	N-VOC;SG	209
үзүүлэлт	үзүүлэлтийн	үзүүлэлт-ийн	N-GEN;SG	1953
үзүүлэлт	үзүүлэлтийг	үзүүлэлт-ийг	N-ACC;SG	4894
үзүүлэлт	үзүүлэлтээс	үзүүлэлт-ээс	N-ABL;SG	980
үзүүлэлт	үзүүлэлтээр	үзүүлэлт-ээр	N-INS;SG	3932
үзүүлэлт	үзүүлэлттэй	үзүүлэлт-тэй	N-COM;SG	5057
үзүүлэлт	үзүүлэлтээ	үзүүлэлт-ээ	N-VOC;SG	263
шүүрэл	шүүрэлд	шүүрэл-д	N-DAT;SG	3
шүүрэл	шүүрэлтэй	шүүрэл-тэй	N-COM;SG	7
үржвэр	үржвэрийн	үржвэр-ийн	N-GEN;SG	7
үржвэр	үржвэрт	үржвэр-т	N-DAT;SG	14
үржвэр	үржвэрийг	үржвэр-ийг	N-ACC;SG	21
үржвэр	үржвэрээс	үржвэр-ээс	N-ABL;SG	3
үржвэр	үржвэрээр	үржвэр-ээр	N-INS;SG	13
үржвэр	үржвэртэй	үржвэр-тэй	N-COM;SG	8
үржвэр	үржвэрээ	үржвэр-ээ	N-VOC;SG	1
исэг	исэгт	исэг-т	N-DAT;SG	1
исэг	исэгтэй	исэг-тэй	N-COM;SG	1
нум	нумыг	нум-ыг	N-ACC;SG	62
нум	нумаар	нум-аар	N-INS;SG	20
нум	нумтай	нум-тай	N-COM;SG	60
нум	нумаа	нум-аа	N-VOC;SG	88
нэвтрүүлэгч	нэвтрүүлэгчийн	нэвтрүүлэгч-ийн	N-GEN;SG	58
нэвтрүүлэгч	нэвтрүүлэгчийг	нэвтрүүлэгч-ийг	N-ACC;SG	10
нэвтрүүлэгч	нэвтрүүлэгчээс	нэвтрүүлэгч-ээс	N-ABL;SG	2
нэвтрүүлэгч	нэвтрүүлэгчээр	нэвтрүүлэгч-ээр	N-INS;SG	53
нэвтрүүлэгч	нэвтрүүлэгчтэй	нэвтрүүлэгч-тэй	N-COM;SG	14
нэвтрүүлэгч	нэвтрүүлэгчээ	нэвтрүүлэгч-ээ	N-VOC;SG	1
исэлт	исэлтийн	исэлт-ийн	N-GEN;SG	4
исэлт	исэлтийг	исэлт-ийг	N-ACC;SG	1
исэлт	исэлтээс	исэлт-ээс	N-ABL;SG	1
исэлт	исэлтээр	исэлт-ээр	N-INS;SG	1
исэлт	исэлттэй	исэлт-тэй	N-COM;SG	1
исэлт	исэлтээ	исэлт-ээ	N-VOC;SG	1
тоормос	тоормосыг	тоормос-ыг	N-ACC;SG	32
тоормос	тоормосоор	тоормос-оор	N-INS;SG	1
тоормос	тоормостой	тоормос-той	N-COM;SG	8
тоормос	тоормосоо	тоормос-оо	N-VOC;SG	44
арбитр	арбитрын	арбитр-ын	N-GEN;SG	3023
арбитр	арбитрт	арбитр-т	N-DAT;SG	322
арбитр	арбитрыг	арбитр-ыг	N-ACC;SG	72
арбитр	арбитраас	арбитр-аас	N-ABL;SG	34
арбитр	арбитраар	арбитр-аар	N-INS;SG	140
арбитр	арбитртай	арбитр-тай	N-COM;SG	10
арбитр	арбитраа	арбитр-аа	N-VOC;SG	4
зохицуулагч	зохицуулагчийн	зохицуулагч-ийн	N-GEN;SG	350
зохицуулагч	зохицуулагчийг	зохицуулагч-ийг	N-ACC;SG	69
зохицуулагч	зохицуулагчаас	зохицуулагч-аас	N-ABL;SG	10
зохицуулагч	зохицуулагчаар	зохицуулагч-аар	N-INS;SG	214
зохицуулагч	зохицуулагчтай	зохицуулагч-тай	N-COM;SG	84
зохицуулагч	зохицуулагчаа	зохицуулагч-аа	N-VOC;SG	4
эвлэрүүлэгч	эвлэрүүлэгчийн	эвлэрүүлэгч-ийн	N-GEN;SG	3
эвлэрүүлэгч	эвлэрүүлэгчийг	эвлэрүүлэгч-ийг	N-ACC;SG	1
эвлэрүүлэгч	эвлэрүүлэгчээс	эвлэрүүлэгч-ээс	N-ABL;SG	1
эвлэрүүлэгч	эвлэрүүлэгчээр	эвлэрүүлэгч-ээр	N-INS;SG	1
эвлэрүүлэгч	эвлэрүүлэгчтэй	эвлэрүүлэгч-тэй	N-COM;SG	1
эвлэрүүлэгч	эвлэрүүлэгчээ	эвлэрүүлэгч-ээ	N-VOC;SG	1
тоосго	тоосготой	тоосго-той	N-COM;SG	4
цулбуур	цулбуурын	цулбуур-ын	N-GEN;SG	1
цулбуур	цулбуурт	цулбуур-т	N-DAT;SG	19
цулбуур	цулбуурыг	цулбуур-ыг	N-ACC;SG	18
цулбуур	цулбуураас	цулбуур-аас	N-ABL;SG	4
цулбуур	цулбуураар	цулбуур-аар	N-INS;SG	1
цулбуур	цулбууртай	цулбуур-тай	N-COM;SG	3
цулбуур	цулбуураа	цулбуур-аа	N-VOC;SG	18
эгч	эгчийн	эгч-ийн	N-GEN;SG	1176
эгч	эгчийг	эгч-ийг	N-ACC;SG	404
эгч	эгчээс	эгч-ээс	N-ABL;SG	144
эгч	эгчээр	эгч-ээр	N-INS;SG	38
эгч	эгчтэй	эгч-тэй	N-COM;SG	661
эгч	эгчээ	эгч-ээ	N-VOC;SG	418
шүтээн	шүтээний	шүтээн-ий	N-GEN;SG	804
шүтээн	шүтээнд	шүтээн-д	N-DAT;SG	98
шүтээн	шүтээнийг	шүтээн-ийг	N-ACC;SG	197
шүтээн	шүтээнээс	шүтээн-ээс	N-ABL;SG	19
шүтээн	шүтээнээр	шүтээн-ээр	N-INS;SG	12
шүтээн	шүтээнтэй	шүтээн-тэй	N-COM;SG	108
шүтээн	шүтээнээ	шүтээн-ээ	N-VOC;SG	117
автобус	автобусыг	автобус-ыг	N-ACC;SG	951
автобус	автобусаар	автобус-аар	N-INS;SG	1913
автобус	автобустай	автобус-тай	N-COM;SG	549
автобус	автобусаа	автобус-аа	N-VOC;SG	115
бармен	бармений	бармен-ий	N-GEN;SG	4
бармен	барменд	бармен-д	N-DAT;SG	2
бармен	барменийг	бармен-ийг	N-ACC;SG	1
бармен	барменээс	бармен-ээс	N-ABL;SG	1
бармен	барменээр	бармен-ээр	N-INS;SG	1
бармен	барментэй	бармен-тэй	N-COM;SG	2
бармен	барменээ	бармен-ээ	N-VOC;SG	1
шүүгээ	шүүгээг	шүүгээ-г	N-ACC;SG	143
шүүгээ	шүүгээтэй	шүүгээ-тэй	N-COM;SG	76
үсчин	үсчинд	үсчин-д	N-DAT;SG	118
үсчин	үсчинтэй	үсчин-тэй	N-COM;SG	14
зэрэглээ	зэрэглээг	зэрэглээ-г	N-ACC;SG	24
зэрэглээ	зэрэглээтэй	зэрэглээ-тэй	N-COM;SG	7
кафе	кафег	кафе-г	N-ACC;SG	63
кафе	кафетай	кафе-тай	N-COM;SG	21
философи	философид	философи-д	N-DAT;SG	150
философи	философиос	философи-ос	N-ABL;SG	30
философи	философиор	философи-ор	N-INS;SG	54
философи	философитой	философи-той	N-COM;SG	137
философи	философио	философи-о	N-VOC;SG	47
онол	онолын	онол-ын	N-GEN;SG	6945
онол	онолд	онол-д	N-DAT;SG	551
онол	онолыг	онол-ыг	N-ACC;SG	1698
онол	онолоос	онол-оос	N-ABL;SG	162
онол	онолоор	онол-оор	N-INS;SG	1000
онол	онолтой	онол-той	N-COM;SG	229
онол	онолоо	онол-оо	N-VOC;SG	288
лаа	лааг	лаа-г	N-ACC;SG	407
лаа	лаатай	лаа-тай	N-COM;SG	49
дуализм	дуализмын	дуализм-ын	N-GEN;SG	5
дуализм	дуализмд	дуализм-д	N-DAT;SG	1
дуализм	дуализмыг	дуализм-ыг	N-ACC;SG	3
дуализм	дуализмаас	дуализм-аас	N-ABL;SG	1
дуализм	дуализмаар	дуализм-аар	N-INS;SG	1
дуализм	дуализмтай	дуализм-тай	N-COM;SG	1
дуализм	дуализмаа	дуализм-аа	N-VOC;SG	1
зотон	зотонд	зотон-д	N-DAT;SG	1
зотон	зотонг	зотон-г	N-ACC;SG	1
зотон	зотонтой	зотон-той	N-COM;SG	1
рационализм	рационализмын	рационализм-ын	N-GEN;SG	3
рационализм	рационализмд	рационализм-д	N-DAT;SG	1
рационализм	рационализмыг	рационализм-ыг	N-ACC;SG	3
рационализм	рационализмаас	рационализм-аас	N-ABL;SG	1
рационализм	рационализмаар	рационализм-аар	N-INS;SG	1
рационализм	рационализмтай	рационализм-тай	N-COM;SG	1
рационализм	рационализмаа	рационализм-аа	N-VOC;SG	1
автомашин	автомашины	автомашин-ы	N-GEN;SG	12816
автомашин	автомашинд	автомашин-д	N-DAT;SG	1110
автомашин	автомашиныг	автомашин-ыг	N-ACC;SG	3176
автомашин	автомашинаас	автомашин-аас	N-ABL;SG	438
автомашин	автомашинаар	автомашин-аар	N-INS;SG	837
автомашин	автомашинтай	автомашин-тай	N-COM;SG	2742
автомашин	автомашинаа	автомашин-аа	N-VOC;SG	781
хийсвэрлэл	хийсвэрлэлийн	хийсвэрлэл-ийн	N-GEN;SG	13
хийсвэрлэл	хийсвэрлэлд	хийсвэрлэл-д	N-DAT;SG	6
хийсвэрлэл	хийсвэрлэлийг	хийсвэрлэл-ийг	N-ACC;SG	16
хийсвэрлэл	хийсвэрлэлээс	хийсвэрлэл-ээс	N-ABL;SG	8
хийсвэрлэл	хийсвэрлэлээр	хийсвэрлэл-ээр	N-INS;SG	9
хийсвэрлэл	хийсвэрлэлтэй	хийсвэрлэл-тэй	N-COM;SG	2
хийсвэрлэл	хийсвэрлэлээ	хийсвэрлэл-ээ	N-VOC;SG	1
ах	ахын	ах-ын	N-GEN;SG	2252
ах	ахыг	ах-ыг	N-ACC;SG	829
ах	ахаас	ах-аас	N-ABL;SG	268
ах	ахаар	ах-аар	N-INS;SG	127
ах	ахтай	ах-тай	N-COM;SG	844
ах	ахаа	ах-аа	N-VOC;SG	949
зорилт	зорилтын	зорилт-ын	N-GEN;SG	6152
зорилт	зорилтыг	зорилт-ыг	N-ACC;SG	8202
зорилт	зорилтоос	зорилт-оос	N-ABL;SG	165
зорилт	зорилтоор	зорилт-оор	N-INS;SG	56
зорилт	зорилттой	зорилт-той	N-COM;SG	1059
зорилт	зорилтоо	зорилт-оо	N-VOC;SG	2056
зурагчин	зурагчинд	зурагчин-д	N-DAT;SG	34
зурагчин	зурагчинтай	зурагчин-тай	N-COM;SG	31
зураглаач	зураглаачийн	зураглаач-ийн	N-GEN;SG	129
зураглаач	зураглаачийг	зураглаач-ийг	N-ACC;SG	15
зураглаач	зураглаачаас	зураглаач-аас	N-ABL;SG	6
зураглаач	зураглаачаар	зураглаач-аар	N-INS;SG	156
зураглаач	зураглаачтай	зураглаач-тай	N-COM;SG	6
зураглаач	зураглаачаа	зураглаач-аа	N-VOC;SG	3
арифметик	арифметикийн	арифметик-ийн	N-GEN;SG	50
арифметик	арифметикт	арифметик-т	N-DAT;SG	2
арифметик	арифметикийг	арифметик-ийг	N-ACC;SG	1
арифметик	арифметикаас	арифметик-аас	N-ABL;SG	1
арифметик	арифметикаар	арифметик-аар	N-INS;SG	3
арифметик	арифметиктай	арифметик-тай	N-COM;SG	1
арифметик	арифметикаа	арифметик-аа	N-VOC;SG	1
махчин	махчинд	махчин-д	N-DAT;SG	2
махчин	махчинтай	махчин-тай	N-COM;SG	2
тэмцэгч	тэмцэгчийн	тэмцэгч-ийн	N-GEN;SG	76
тэмцэгч	тэмцэгчийг	тэмцэгч-ийг	N-ACC;SG	25
тэмцэгч	тэмцэгчээс	тэмцэгч-ээс	N-ABL;SG	6
тэмцэгч	тэмцэгчээр	тэмцэгч-ээр	N-INS;SG	1
тэмцэгч	тэмцэгчтэй	тэмцэгч-тэй	N-COM;SG	1
тэмцэгч	тэмцэгчээ	тэмцэгч-ээ	N-VOC;SG	3
хурандаа	хурандаад	хурандаа-д	N-DAT;SG	78
хурандаа	хурандааг	хурандаа-г	N-ACC;SG	94
хурандаа	хурандаатай	хурандаа-тай	N-COM;SG	40
хэмжигдэхүүн	хэмжигдэхүүний	хэмжигдэхүүн-ий	N-GEN;SG	74
хэмжигдэхүүн	хэмжигдэхүүнд	хэмжигдэхүүн-д	N-DAT;SG	45
хэмжигдэхүүн	хэмжигдэхүүнийг	хэмжигдэхүүн-ийг	N-ACC;SG	68
хэмжигдэхүүн	хэмжигдэхүүнээс	хэмжигдэхүүн-ээс	N-ABL;SG	14
хэмжигдэхүүн	хэмжигдэхүүнээр	хэмжигдэхүүн-ээр	N-INS;SG	74
хэмжигдэхүүн	хэмжигдэхүүнтэй	хэмжигдэхүүн-тэй	N-COM;SG	18
хэмжигдэхүүн	хэмжигдэхүүнээ	хэмжигдэхүүн-ээ	N-VOC;SG	1
мужаан	мужааны	мужаан-ы	N-GEN;SG	380
мужаан	мужаанд	мужаан-д	N-DAT;SG	25
мужаан	мужааныг	мужаан-ыг	N-ACC;SG	10
мужаан	мужаанаас	мужаан-аас	N-ABL;SG	7
мужаан	мужаанаар	мужаан-аар	N-INS;SG	24
мужаан	мужаантай	мужаан-тай	N-COM;SG	2
мужаан	мужаанаа	мужаан-аа	N-VOC;SG	1
статистик	статистикийн	статистик-ийн	N-GEN;SG	10242
статистик	статистикт	статистик-т	N-DAT;SG	274
статистик	статистикийг	статистик-ийг	N-ACC;SG	426
